sep=;
timestamp;Variable 1;Variable 2;Variable 3;Variable 4;Variable 5;Variable 6;Gate 15;
8.0;0.33653622998319793;0.4220581709365636;0.24140559908023845;0.44932896411722173;0.4419821638368355;0.10868887204594294;0.18654218365555938;
8.5;0.3245269921077972;0.4192536971895944;0.256219310702608;0.42741493194872665;0.4527097063622411;0.11987536168903186;0.18980021814598522;
9.0;0.3135149871198541;0.41596869607378745;0.27051631680635757;0.4065696597405991;0.4621169837623484;0.13131335649705175;0.19222619916917566;
9.5;0.3033855102711464;0.41232570687505526;0.28428878285379594;0.3867410234545012;0.4702880660210379;0.1429709105244588;0.1939118592570271;
10.0;0.2940400579644215;0.40842538216623464;0.2975345598693376;0.3678794411714424;0.47730243708238224;0.1548181217461694;0.19494243027424712;
10.5;0.2853938347450932;0.40435010953795014;0.3102560557169413;0.34993774911115544;0.4832352305113194;0.16682702037750977;0.19539621838984858;
11.0;0.27737365526202434;0.40016704662012054;0.3224592981178181;0.33287108369807955;0.4881574533648142;0.178971462937069;0.19534452639859692;
11.5;0.2699161780447063;0.39593066384299785;0.33415315811220947;0.3166367693790531;0.49213619885580445;0.19122703176505584;0.19485181191414827;
12.0;0.26296641807033255;0.3916848742109971;0.34534870771847814;0.301194211912202;0.4952348483636479;0.20357093972395798;0.19397599928621767;
12.5;0.2564764935953888;0.3874648166238915;0.35605868978030797;0.28650479686019015;0.49751326331759843;0.2159819398217997;0.1927688853393071;
13.0;0.2504045698632852;0.3832983485869576;0.3662970815489038;0.2725317930340126;0.49902796745400313;0.2284402395111309;0.19127659582382542;
13.5;0.24471396829122516;0.37920729517590185;0.37607873653115836;0.25924026064589134;0.49983231992330746;0.24092741942908635;0.18954006207961346;
14.0;0.23937241476979762;0.37520849358815617;0.3854190916386992;0.24659696394160643;0.49997667969959075;0.2534263563554557;0.1875954968192915;
14.5;0.23435140493197026;0.37131466628797183;0.394333928773697;0.23457028809379762;0.4995085617231004;0.2659211501767408;0.1854748549041978;
15.0;0.2296256677938471;0.3675351504443423;0.4028391817500201;0.22313016014842985;0.4984727851851156;0.27839705465466397;0.18320627009542179;
15.5;0.2251727121464378;0.36387650690507395;0.4109507809271378;0.212247973826743;0.49691161434434794;0.2908404118075586;0.18081446246818256;
16.0;0.22097244257709353;0.36034302821036907;0.41868452917471094;0.20189651799465533;0.4948648922449597;0.3032385897225584;0.17832111382654678;
16.5;0.21700683409781388;0.35693716201016634;0.4260560038263615;0.19204990862075405;0.492370167688091;0.31557992362549697;0.1757452103130569;
17.0;0.21325965611965894;0.3536598636147133;0.43308048015383555;0.18268352405273458;0.4894628157914752;0.3278536600439981;0.17310335267728666;
17.5;0.20971623799202158;0.3505108891964313;0.43977287262462883;0.17377394345044508;0.4861761524552771;0.34004990390735945;0.17041003550319894;
18.0;0.20636326956785583;0.3474890393051114;0.44614769081980876;0.16529888822158642;0.48254154303663094;0.35215956843455837;0.16767789721460494;
18.5;0.20318863129918596;0.3445923608007394;0.45221900740321935;0.1572371663136274;0.4785885055204794;0.36417432766903785;0.16491794296939968;
19.0;0.20018124924328048;0.34181831400092316;0.4580004359644782;0.14956861922263473;0.47434480846015237;0.3760865715258948;0.16213974268294012;
19.5;0.1973309710955908;0.33916391074273883;0.4635051169195455;0.14227407158651298;0.4698365639476759;0.3878893632236862;0.15935160643842466;
20.0;0.19462845998344272;0.33662582813808783;0.4687457099554108;0.13533528323661184;0.4650883158609859;0.3995763989793437;0.15656073948405297;
20.5;0.19206510327342885;0.3342005020290082;0.47373439175904014;0.1287349035878029;0.46012312362306207;0.4111419698506122;0.15377337890998274;
21.0;0.18963293408135004;0.33188420350102893;0.47848285798306706;0.12245642825297998;0.4549626416964086;0.4225809256160574;0.15099491396213657;
21.5;0.18732456353972213;0.32967310126864385;0.48300232857844916;0.11648415777349412;0.4496271950253067;0.43388864058801413;0.1482299917987142;
22.0;0.18513312218546996;0.32756331229050856;0.48730355577302187;0.1108031583623297;0.4441358506277883;0.44506098125888216;0.14548261033860088;
22.5;0.18305220908887987;0.3255509425890107;0.4913968340992395;0.10539922456185834;0.43850648552932725;0.45609427568594446;0.14275619969546685;
23.0;0.18107584756203804;0.32363211992757596;0.4952920119783416;0.10025884372279502;0.4327558512207719;0.46698528452438864;0.14005369354164107;
23.5;0.17919844646747787;0.3218030197295641;0.4989985044549991;0.09536916221553726;0.42689963481404175;0.4777311736224622;0.13737759160460677;
24.0;0.17741476630114117;0.3200598853965405;0.5025253067489722;0.09071795328939507;0.4209525170605458;0.4883294880967134;0.13473001436778356;
24.5;0.17571988935269142;0.31839904399411;0.5058810083507351;0.08629358649934611;0.4149282273891385;0.49877812780905184;0.13211275092687239;
25.0;0.17410919335461728;0.3168169181144936;0.5090738074383845;0.08208499862386498;0.408839596112684;0.5090753241709465;0.12952730084359484;
25.5;0.17257832812272542;0.315310034591703;0.5121115254350513;0.07808166600110666;0.40269860394493706;0.5192196182034359;0.1269749107399086;
26.0;0.1711231947672905;0.31387503063338656;0.5150016215608538;0.07427357821427047;0.39651642896244704;0.5292098397848133;0.12445660628722911;
26.5;0.1697399271186386;0.31250865783972526;0.5177512072623495;0.07065121306034376;0.39030349113953006;0.5390450880208394;0.12197322016617364;
27.0;0.16842487506522733;0.3112077845012265;0.5203670604263756;0.06720551273963449;0.38406949457802586;0.5487247126751685;0.11952541650213325;
27.5;0.16717458954798256;0.30996939650146316;0.5228556393049757;0.06392786120655386;0.37782346754753277;0.5582482966003347;0.11711371221979888;
28.0;0.16598580899314336;0.3087905970956925;0.5252230960944517;0.060810062625014406;0.37157380044608895;0.5676156391121839;0.1147384957048635;
28.5;0.16485544699828497;0.30766860579012284;0.5274752901250087;0.05784432087457068;0.3653282817858259;0.5768267402530198;0.11240004311274618;
29.0;0.1637805811135288;0.30660075650796625;0.529617800628515;0.0550232200560572;0.3590941323029399;0.5858817858910131;0.1100985326216531;
29.5;0.1627584425829946;0.3055844951960714;0.5316559390609027;0.05233970594797775;0.3528780372864093;0.5947811336055814;0.10783405688994785;
30.0;0.16178640693100962;0.3046173769989036;0.5335947609630968;0.04978706836727693;0.34668617721520334;0.6035252993105299;0.1056066339450723;
30.5;0.16086198529401818;0.30369706310403044;0.5354390773503307;0.04735892439038739;0.34052425678927534;0.6121149445687168;0.10341621670258562;
31.0;0.15998281641302617;0.3028213173444001;0.53719346562452;0.04504920239259597;0.3343975324354103;0.62055086455394;0.10126270128880771;
31.5;0.1591466592131727;0.30198800262695596;0.5388622800082449;0.04285212686581914;0.3283108383649631;0.6288339766175912;0.0991459343186166;
32.0;0.15835138590697578;0.3011950772440057;0.540449661501991;0.04076220397682432;0.3222686112567105;0.636965309419438;0.09706571926078336;
32.5;0.1575949755662518;0.3004405911128462;0.5419595473687586;0.03877420782978486;0.31627491363439286;0.6449459925836789;0.09502182200648138;
33.0;0.15687550811488796;0.2997226819800718;0.543395680152093;0.03688316739881831;0.31033345600507556;0.6527772468431587;0.09301397574198586;
33.5;0.15619115870076064;0.29903957161948436;0.5447616162351244;0.03508435409783217;0.30444761782116336;0.6604603746363735;0.09104188521381318;
34.0;0.15554019241030992;0.29838956204630346;0.5460607339493925;0.033373269956595196;0.2986204673257844;0.6679967511236264;0.08910523046340328;
34.5;0.15492095929374317;0.2977710317652703;0.547296241243166;0.031745636373468854;0.29285478033828843;0.6753878155904219;0.08720367009872375;
35.0;0.1543318896726679;0.2971824320660332;0.5484711829196882;0.03019738341667405;0.28715305803377617;0.6826350632079392;0.08533684416167636;
35.5;0.15377148970525234;0.296622283375799;0.5495884474563548;0.0287246396473416;0.2815175437679016;0.6897400371221628;0.0835043766427814;
36.0;0.1532383371868564;0.29608917167645654;0.550650773416263;0.027323722438898045;0.2759502389956288;0.696704320845049;0.08170587768813595;
36.5;0.15273107756654689;0.2955817449911674;0.5516607554639578;0.025991128768580615;0.2704529183302086;0.7035295309228831;0.07994094553799674;
37.0;0.15224842016206266;0.29509870994366205;0.5526208499974824;0.024723526458055367;0.26502714378632747;0.7102173098588238;0.07820916823139866;
37.5;0.15178913455768062;0.294638828392109;0.5535333804091233;0.02351774584123519;0.2596742782491991;0.7167693192684785;0.07651012510691052;
38.0;0.15135204717109055;0.29420091413838595;0.554400541987487;0.02237077183846319;0.2543954982092777;0.7231872332492227;0.07484338812585963;
38.5;0.15093603797685967;0.2937838297128134;0.5552244064737715;0.021279736417242658;0.24919180580030312;0.7294727319458989;0.07320852304106472;
39.0;0.15054003737536995;0.2933864832338702;0.5560069262853534;0.0202419114206614;0.24406404017649805;0.7356274952974342;0.07160509043123277;
39.5;0.1501630231972877;0.2930078253420686;0.5567499384200456;0.019254701745578088;0.23901288826295777;0.7416531969508661;0.07003264661865609;
40.0;0.1498040178346746;0.29264684620697873;0.557455168054655;0.01831563885351214;0.23403889491156782;0.7475514983312282;0.06849074448563684;
